BAR kodas,Likutis,Likučio skirtumas,Mat.vnt.,Pr. grupės kodas,Prekės kodas,Prekės pavadinimas,Sandėlis,Sujungimo Tipas,TOPO Eugestos kiekis,TOPO Eugestos kodas,TOPO Eugestos pavadinimas,TOPO Eugestos trumpas pavadinimas
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,401367400748,"elementai ANSMANN LR14(C), 2 vnt., alkal","LR14(C), 2 vnt.,"
871010389100,90.0,2,Vnt.,TG120,421013.0,Plaukų džiovintuvas PHILIPS BHD290/00,LOG BENDRAS,Sujungta,92,871010389100,Plaukų džiovintuvas PHILIPS BHD290/00,BHD290/00
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,400814636670,Virtuv. svarst. SEVERIN KW 3667,KW 3667
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,400814601345,Kiaušinių virtuvas SEVERIN EK 3134,EK 3134
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,312104281021,Drabužių garintuvas TEFAL IXEO QT1020,IXEO QT1020
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,193386413479,Neš.komp. LENOVO Legion Y530-15ICH i5-83,Legion Y530-15IC
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,692528193383,"Ausinės JBL T205BT į ausis, bevielės, ju","T205BT į ausis, "
402071680553,33.0,2,Vnt.,TG335,421647.0,"Gertuvė vandeniui LaPLAYA Isotitan Sports and Drink 0.6 l, raudona",LOG BENDRAS,Sujungta,35,402071680553,Gertuvė vandeniui LaPLAYA Isotitan Sport,Isotitan Sports 
502515503383,3.0,2,Vnt.,TG033,421651.0,Dulkių siurblys šluota DYSON V8 Animal,LOG BENDRAS,Sujungta,5,502515503383,Dulkių siurblys šluota DYSON V8 Animal,V8 Animal
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,871010387984,Barzdakirpė PHILIPS BT7501/85,BT7501/85
990000001923,11.0,2,Vnt.,TG265,421043.0,Garų surinktuvas ELICA MISSY LUX IX/A/60,LOG BENDRAS,Sujungta,13,990000001923,Garų surinktuvas ELICA MISSY LUX IX/A/60,MISSY LUX IX/A/6
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,193124975979,Neš.komp. LENOVO Legion Y530-15ICH i5-83,Legion Y530-15IC
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,871010387423,Barzdaskutės galvutė PHILIPS SH98/70,SH98/70
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,000045496430,Žaidimų pultas Nintendo SWITCH Poké Ball,Žaidimų pultas N
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,871010382083,Dulkių siurblys PHILIPS FC8956/09,FC8956/09
045496430832,2.0,-2,Vnt.,TG112,420763.0,Žaidimų pultas Nintendo SWITCH Poke Ball Plus,LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
800370511163,11.0,2,Vnt.,TG188,403903.0,Pjaustyklė ARIETE Saladino 1791,LOG BENDRAS,Sujungta,13,800370511163,Pjaustyklė ARIETE Saladino 1791,Saladino 1791
401367400750,5.0,2,Vnt.,TG011,402794.0,"Elementai ANSMANN 9V, 1 vnt./ ""krona"", alkaline",LOG PERTEKLIUS,Sujungta,7,401367400750,"elementai ANSMANN 9V, 1 vnt./ ""krona"", a","9V, 1 vnt./ ""kro"
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,733254362265,Kaitlentė AEG IKB64413FB,IKB64413FB
112990000022,8.0,2,Vnt.,TG079,404002.0,Vandens filtras kavos ap. KRUPS F08801,LOG BENDRAS,Sujungta,10,112990000022,Vandens filtras kavos  ap. KRUPS F08801,F08801
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,810841012175,Dulkių siurblys robotas NEATO D3,D3
509920607306,5.0,2,Vnt.,TG090,403999.0,"Pelė LOGITECH Anywhere MX 2S, Bluetooth,mėlyna",LOG BENDRAS,Sujungta,7,509920607306,"Pelė LOGITECH Anywhere MX 2S, Bluetooth,",Pelė LOGITECH An
800370511354,17.0,2,Vnt.,TG188,403923.0,Trintuvas ARIETE Pimmy Easy 884,LOG BENDRAS,Sujungta,19,800370511354,Trintuvas ARIETE Pimmy Easy 884,Pimmy Easy 884
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,810009030003,"Ausinės Nuraphone, ant ausų, belaidės, j",Ausinės Nuraphon
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,763003038418,Kavos kapsulės NESPRESSO Intenso Roma 10,Intenso Roma 10 
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,802109828031,Lyg. sistema BRAUN IS 2044VI,IS 2044VI
505527703345,38.0,2,Vnt.,TG077,451915.0,Žaidimas PS4 Team Sonic Racing,LOG BENDRAS,Sujungta,40,505527703345,Žaidimas PS4 Team Sonic Racing,Žaidimas PS4 Tea
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,871010367052,Pl. formav. šukos PHILIPS HP8664/00,HP8664/00
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,802109827063,Laidynė BRAUN TS 785 ESTP,TS 785 ESTP
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,800439933246,Kavos virimo aparatai DELONGHI DOLCE GUS,DOLCE GUSTO Colo
454873606675,3.0,2,Vnt.,TG150,403883.0,Garso sistema SONY HT-ZF9,LOG BENDRAS,Sujungta,5,454873606675,Garso sistema SONY HT-ZF9,HT-ZF9
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,800439932853,Kavos virimo aparatai DELONGHI DOLCE GUS,DOLCE GUSTO EDG2
312104007159,25.0,2,Vnt.,TG158,403862.0,Drabužių garintuvas TEFAL DT9100E0,LOG BENDRAS,Sujungta,27,312104007159,"Drabužių garintuvas TEFAL DT9100E0, rank","DT9100E0, rankin"
349955036309,2.0,-2,Vnt.,TG255,403851.0,Stendas BIG BEN,LOG BENDRAS,Sujungta,0,349955036309,Stendas BIG BEN,Stendas BIG BEN
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,800370511632,Dulkių siurblys ARIETE Evo 2 in 1 (2764),Evo 2 in 1 (2764
641041209342,31.0,2,Vnt.,TG104,421218.0,"Grilio kempinė MUSTANG, 2vnt",LOG BENDRAS,Sujungta,33,641041209342,"Grilio kempinė MUSTANG, 2vnt",Grilio kempinė M
800370511660,5.0,2,Vnt.,TG188,403841.0,"Skrudintuvas ARIETE 158, baltas/perlo",LOG BENDRAS,Sujungta,7,800370511660,"Skrudintuvas ARIETE Classica 158, balta/","Classica 158, ba"
734005535392,2.0,-2,Vnt.,TG094,403830.0,"Ausinės MARSHALL Minor II BT, į ausis, bluetooth, juodos",LOG PERTEKLIUS,Sujungta,0,734005535392,"Ausinės MARSHALL Minor II BT, į ausis, b","Minor II BT, į a"
400849655974,231.0,2,Vnt.,TG173,404012.0,"Elementai VARTA AAA LR3, 4 vnt. / High Energy Micro",LOG BENDRAS,Sujungta,233,400849655974,"Elementai VARTA AAA LR3, 4 vnt. / High E",Elementai VARTA 
871010388551,48.0,2,Vnt.,TG120,421186.0,Barzdakirpė PHILIPS BT5502/15,LOG BENDRAS,Sujungta,50,871010388551,Barzdakirpė PHILIPS BT5502/15,BT5502/15
641041263997,71.0,2,Vnt.,TG104,421185.0,Kelioninė dujinė viryklė MUSTANG Gas Stove 2,LOG BENDRAS,Sujungta,73,641041263997,Kelioninė dujinė viryklė MUSTANG Gas Sto,Gas Stove 2
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,000031262086,"Kolonėlė JAM Chill Out, pilka",Kolonėlė JAM Chi
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,871010365925,Dantų šepetėlio antgalis PHILIPS HX6042/,HX6042/33 vaik.
761055800427,11.0,2,Vnt.,TG172,421069.0,"Plaukų džiovintuvas VALERA SN9200Y RC, SWISS NANO9200 IONIC ROTOCORD",LOG BENDRAS,Sujungta,13,761055800427,"Plaukų džiovintuvas VALERA SN9200Y RC, S",VALERA SN9200Y R
761055800544,14.0,2,Vnt.,TG172,421070.0,"Plaukų džiovintuvas VALERA SXJ 7500 D RC, SWISS SILENT JET 7500 LIGHT IONIC ROTOCORD",LOG BENDRAS,Sujungta,16,761055800544,Plaukų džiovintuvas VALERA SXJ 7500 D RC,VALERA SXJ 7500 
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,871010365924,Dantų šepetėlio antgalis PHILIPS HX6032/,HX6032/33 vaik.
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,871010363326,Dantų šepetėlio antgalis PHILIPS HX6052/,HX6052/07
871010387773,15.0,2,Vnt.,TG120,421080.0,Kavos virimo aparatas PHILIPS 3200 LatteGo EP3246/70,LOG BENDRAS,Sujungta,17,871010387773,Kavos virimo aparatas PHILIPS 3200 Latte,3200 LatteGo EP3
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,869084203566,Mikrob. krosnelė BEKO MOC20100W,MOC20100W
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,855510007038,Išmanioji daugkartinio naudojimo užrašų,Išmanioji daugka
641041316003,14.0,2,Vnt.,TG104,421227.0,"Mentelė MUSTANG BBQ, nerūdijančio plieno, didelė",LOG BENDRAS,Sujungta,16,641041316003,"Mentelė MUSTANG BBQ, nerūdijančio plieno",Mentelė MUSTANG 
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,811138033316,Išmanioji apyrankė FITBIT INSPIRE HR Lil,INSPIRE HR Lilac
641041315586,33.0,2,Vnt.,TG104,421220.0,MUSTANG BBQ BRUSH STAINLESS STEEL FOR GRID,LOG BENDRAS,Sujungta,35,641041315586,Šepetys  grotelėms MUSTANG,Šepetys  grotelė
502515504034,2.0,2,Vnt.,TG033,451764.0,Dulkių siurblys šluota DYSON V11 Absolute,LOG BENDRAS,Sujungta,4,502515504034,Dulkių siurblys šluota DYSON V11 Absolut,V11 Absolute
850000000864,58.0,2,Vnt.,TG084,451767.0,Stacionarus kompiuteris LENOVO V530s i3-8100/4/1TB/Win,LOG BENDRAS,Sujungta,60,850000000864,Stalinis komp. LENOVO V530s i3-8100/4/1T,V530s i3-8100/4/
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,811138030964,"Išmanioji apyrankė FITBIT CHARGE 3, Rose","CHARGE 3, Rose G"
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,000000000000,Valymo tabletės kav.ap. KRUPS XS3000,XS3000
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,000000000000,Keptuvės dang. TEFAL 28097712'28,28097712'28
401367400749,8.0,-2,Vnt.,TG011,402795.0,"Elementai ANSMANN LR20(D) 2 vnt. alkaline, 1,5V",LOG TRŪKUMAS,Sujungta,6,401367400749,elementai ANSMANN LR20(D) 2 vnt. alkalin,LR20(D) 2 vnt. a
641041182795,44.0,2,Vnt.,TG104,421184.0,Kelioninė dujinė viryklė MUSTANG,LOG BENDRAS,Sujungta,46,641041182795,Kelioninė dujinė viryklė MUSTANG,Kelioninė dujinė
421020122335,19.0,2,Vnt.,TG022,404463.0,Epiliatorius BRAUN SES5895 + veido šepetėlis,LOG BENDRAS,Sujungta,21,421020122335,Epiliatorius BRAUN SES5895 + veido šepet,SES5895 + veido 
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,871010389376,Barzdaskutė PHILIPS S7940/16,S7940/16
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,871228532534,Laikiklis VOGELS NEXT 7840 TV laidams,Laikiklis VOGELS
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,509920604874,"Kolonėlės LOGITECH Z200, 2.0, 10W, juodo","Z200, 2.0, 10W, "
801636187617,1.0,2,Vnt.,TG314,420822.0,Mikrobangų krosnelė CANDY EGO G25DCG,LOG BENDRAS,Sujungta,3,801636187617,Mikrob. krosnelė CANDY EGO G25DCG,EGO G25DCG
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,690144328466,Mob.tel. HUAWEI P30 Pro 256GB Black,P30 Pro 256GB Bl
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,690144328461,Mob.tel. HUAWEI P30 128GB Aurora,P30 128GB Aurora
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,690144325255,Mob.tel. HUAWEI MATE 20 Lite Gold,MATE 20 Lite Gol
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,570201611207,Konstruktorius LEGO Star Wars Advento Ka,Konstruktorius L
801636191857,1.0,2,Vnt.,TG314,420823.0,Mikrobangų krosnelė CANDY CMXG 25DCW,LOG BENDRAS,Sujungta,3,801636191857,Mikrob. krosnelė CANDY CMXG 25DCW,CMXG 25DCW
801636194323,40.0,2,Vnt.,TG055,420659.0,Dulkių siurblys HOOVER RC50PAR 011,LOG BENDRAS,Sujungta,42,801636194323,Dulkių siurblys HOOVER RC50PAR 011,RC50PAR 011
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,541318420048,Virtuvinis kombainas KITCHENAID 5KSM175P,Virtuvinis komba
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,541318417036,Trintuvas KITCHENAID 5KHB2571ESX,5KHB2571ESX
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,506054284008,"Kokteilinė PROMIXX iX, balta",Kokteilinė PROMI
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,502515501865,Oro drėkintuvas DYSON AM10,AM10
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,506035928473,Dulkių siurblys robotas IROBOT ROOMBA 96,ROOMBA 966
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,505037031186,Mikseris SCARLETT SC-HM40S09,SC-HM40S09
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,505037030337,Vonios svarstyklės SCARLETT SC - BS33E05,SC - BS33E051
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,503093712316,Žaidimas PS4 UFC 2 (EA Sports)(Playstati,UFC 2 (EA Sports
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,502523287714,Muzikinis centras PANASONIC SC-MAX3500EK,SC-MAX3500EK
801636191857,1.0,2,Vnt.,TG314,420823.0,Mikrobangų krosnelė CANDY CMXG 25DCW,LOG BROKAS,Sujungta,3,801636191857,Mikrob. krosnelė CANDY CMXG 25DCW,CMXG 25DCW
424200375454,9.0,2,Vnt.,TG315,420828.0,Kaitlentė SIEMENS EX675LXE3E,LOG BENDRAS,Sujungta,11,424200375454,Kaitlentė SIEMENS EX675LXE3E,EX675LXE3E
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,502523285102,"Ausinės PANASONIC RP-HF100E-W ant ausų,",RP-HF100E-W ant 
733254356725,75.0,2,Vnt.,TG038,420649.0,Dulkių siurblys ELECTROLUX EUS8X2DB,LOG BENDRAS,Sujungta,77,733254356725,Dulkių siurblys ELECTROLUX EUS8X2DB,EUS8X2DB
400251582638,6.0,2,Vnt.,TG098,420681.0,Dulkių siurblys MIELE SKCF3 Blizzard CX1 Excellence Graphite grey PowerLine,LOG BENDRAS,Sujungta,8,400251582638,Dulkių siurblys MIELE SKCF3 Blizzard CX1,SKCF3 Blizzard C
869084235219,77.0,2,Vnt.,TG299,420693.0,Kaitlentė BEKO HIC 64400 E,LOG BENDRAS,Sujungta,79,869084235219,Kaitlentė BEKO HIC 64400 E,HIC 64400 E
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,690144328467,Mob.tel. HUAWEI P30 Pro 256GB Aurora,P30 Pro 256GB Au
733254356069,2.0,2,Vnt.,TG038,420706.0,Dulkių siurblys robotas ELECTROLUX PI91-5MBM Pure i9,LOG BENDRAS,Sujungta,4,733254356069,Dulkių siurblys ELECTROLUX PI91-5MBM Pur,PI91-5MBM Pure i
401349604565,12.0,2,Vnt.,TG326,421264.0,Išmanusis laikrodis FOSSIL Q EXPLORIST GEN 4 FTW4015,LOG BENDRAS,Sujungta,14,401349604565,Išmanusis laikrodis FOSSIL Q EXPLORIST G,Q EXPLORIST GEN 
401349604564,6.0,2,Vnt.,TG326,421265.0,Išmanusis laikrodis FOSSIL Q EXPLORIST GEN 4 FTW4016,LOG BENDRAS,Sujungta,8,401349604564,Išmanusis laikrodis FOSSIL Q EXPLORIST G,Q EXPLORIST GEN 
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,880608791028,Mikrob. krosnelė LG MH6535GIS,MH6535GIS
800370511437,10.0,2,Vnt.,TG188,421272.0,Mini orkaitė ARIETE Bon Cuisine 981,LOG BENDRAS,Sujungta,12,800370511437,Mini orkaitė ARIETE Bon Cuisine 981,Bon Cuisine 981
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,690550150004,Vaizdo registratorius NEOLINE X-COP Wide,X-COP Wide S49
801636196679,27.0,2,Vnt.,TG055,420746.0,Dulkių siurblys šluota HOOVER HF18GH 011,LOG BENDRAS,Sujungta,29,801636196679,Dulkių siurblys HOOVER HF18GH 011,HF18GH 011
401349604567,2.0,2,Vnt.,TG326,421288.0,Išmanusis laikrodis FOSSIL Q EXPLORIST GEN 4 FTW4018,LOG BENDRAS,Sujungta,4,401349604567,Išmanusis laikrodis FOSSIL Q EXPLORIST G,Q EXPLORIST GEN 
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,888641937148,Kolonėlės RAZER Nommo,Nommo
801636194643,12.0,2,Vnt.,TG055,420740.0,Dulkių siurblys HOOVER HY71PET 011,LOG BENDRAS,Sujungta,14,801636194643,Dulkių siurblys HOOVER HY71PET 011,HY71PET 011
401558840422,23.0,2,Vnt.,TG328,421299.0,Vonios svarstyklės MEDISANA BS 430 Connect,LOG BENDRAS,Sujungta,25,401558840422,Vonios svarstyklės MEDISANA BS 430 Conne,BS 430 Connect
400251608079,21.0,2,Vnt.,TG098,420738.0,Dulkių siurblys MIELE C3 Performance Tech blue,LOG BENDRAS,Sujungta,23,400251608079,Dulkių siurblys MIELE C3 Performance Tec,C3 Performance T
733254305732,66.0,2,Vnt.,TG311,420773.0,Kaitlentė AEG HK654070FB,LOG BENDRAS,Sujungta,68,733254305732,Kaitlentė AEG HK654070FB,HK654070FB
502515502039,3.0,2,Vnt.,TG033,421305.0,Ventiliatorius DYSON AM09 Hot + Cool Jet Focus,LOG BENDRAS,Sujungta,5,502515502039,Ventiliatorius DYSON AM09 Hot + Cool Jet,AM09 Hot + Cool 
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,690144329255,Mob.tel. HUAWEI P30 Pro 128GB Breathing,P30 Pro 128GB Br
871010388892,11.0,2,Vnt.,TG106,421321.0,Dulkių siurblys šluota PHILIPS FC6729/01,LOG BENDRAS,Sujungta,13,871010388892,Dulkių siurblys PHILIPS FC6729/01,FC6729/01
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,880164389828,Planš.komp. SAMSUNG Galaxy Tab A T510 10,Galaxy Tab A T51
880164327105,1.0,2,Vnt.,TG141,420722.0,Dulkių siurblys šluota SAMSUNG VS80N8014KW/SB POWERstick PRO,LOG BENDRAS,Sujungta,3,880164327105,Dulkių siurblys SAMSUNG VS80N8014KW/SB P,VS80N8014KW/SB P
733254359015,15.0,2,Vnt.,TG038,420711.0,Langų valytuvas ELECTROLUX WS71-4AS,LOG BENDRAS,Sujungta,17,733254359015,Langų valytuvas ELECTROLUX WS71-4AS,WS71-4AS
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,690144328566,Mob.tel. HUAWEI P30 Lite Black,P30 Lite Black
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,502523271174,"Ausinės PANASONIC RP-HJE125E-A į ausis,",RP-HJE125E-A į a
590600623495,17.0,2,Vnt.,TG319,420838.0,Kaitlentė HANSA BHC66706,LOG BENDRAS,Sujungta,19,590600623495,Kaitlentė HANSA BHC66706,BHC66706
640671054959,2.0,-2,Vnt.,TG126,420968.0,Elektrinio dviračio baterija Akku SAMSUNG 36V/1OAh Li-to 0462,LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
190198914538,2.0,-2,Vnt.,TG012,421565.0,"Išmanusis laikrodis APPLE Watch 4 GPS, 40mm, Silver Alu White Sport Band",LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,880164367820,Mob.tel. SAMSUNG Galaxy S10+ 128GB Green,Galaxy S10+ 128G
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,879961006808,Adapteris Satechi Type-C į 4K HDMI Adapt,Adapteris Satech
330721611250,10.0,2,Vnt.,TG168,420535.0,Žaidimas PS4 Far Cry New Dawn Superbloom Edition,LOG BENDRAS,Sujungta,12,330721611250,Žaidimas PS4 Far Cry New Dawn Superbloom,Žaidimas PS4 Far
421020121882,13.0,2,Vnt.,TG022,421553.0,Kūno skustuvas BRAUN MGK5060 8in1 + Gillette skustuvas,LOG BENDRAS,Sujungta,15,421020121882,Kūno skustuvas BRAUN MGK5060 8in1 + Gill,MGK5060 8in1 + G
991234000222,26.0,2,Vnt.,TG010,421556.0,Antgaliai alkotesteriui AL serijos(10 vnt.),LOG BENDRAS,Sujungta,28,991234000222,Antgaliai alkotesteriui AL serijos (10vn,AL serijos(10 vn
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,871932486009,Aliejus barzdai WAHL Beard oil repair 39,Beard oil repair
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,692528193210,"Ausinės JBL Reflect Mini 2 į ausis, blue",Reflect Mini 2 į
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,692528193239,"Ausinės JBL V150NXTGML į ausis, juoda",V150NXTGML į aus
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,871228533500,"Laikiklis VOGELS THIN 515 TV 40-65"", pak",Laikiklis VOGELS
590600606068,39.0,2,Vnt.,TG319,420943.0,Kaitlentė HANSA BHKW61138,LOG BENDRAS,Sujungta,41,590600606068,Kaitlentė HANSA BHKW61138,BHKW61138
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,501142319885,"Virdulys KENWOOD ZJM810WH, 1.6L, baltas",ZJM810WH
401349604562,23.0,2,Vnt.,TG326,421262.0,Išmanusis laikrodis FOSSIL Q EXPLORIST GEN 4 FTW4011,LOG BENDRAS,Sujungta,25,401349604562,Išmanusis laikrodis FOSSIL Q EXPLORIST G,Q EXPLORIST GEN 
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,424200281380,Mikrob. krosnelė BOSCH BFR634GS1 įmontuo,BFR634GS1 įmontu
590600606085,25.0,2,Vnt.,TG319,420944.0,Kaitlentė HANSA BHKS31038,LOG BENDRAS,Sujungta,27,590600606085,Kaitlentė HANSA BHKS31038,BHKS31038
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,421020121894,Kūno skustuvas BRAUN MGK7021 10in1 + Gil,MGK7021 10in1 + 
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,421020116666,Barzdaskutė BRAUN 7893S,7893S
506035928913,12.0,2,Vnt.,TG064,421260.0,Dulkių siurblys robotas IROBOT ROOMBA e5,LOG BENDRAS,Sujungta,14,506035928913,Dulkių siurblys robotas IROBOT ROOMBA e5,ROOMBA e5
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,421020115156,Barzdaskutė BRAUN 3010BT + barzdos kirpi,3010BT
800370511159,7.0,2,Vnt.,TG188,421590.0,Mini viryklė ARIETE 993,LOG BENDRAS,Sujungta,9,800370511159,Mini viryklė ARIETE 993,993
421020118714,12.0,2,Vnt.,TG022,420410.0,Barzdaskutė BRAUN 9260VS + trimeris BT5090,LOG BENDRAS,Sujungta,14,421020118714,Barzdaskutė BRAUN 9260s + trimeris BT509,9260s + trimeris
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,424200297792,Dulkių siurblys BOSCH BGL85Q57,BGL85Q57
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,426004295152,Profesionalus alkotesteris DRAGER Alcote,Alkotest  5820
869084233078,52.0,2,Vnt.,TG299,420547.0,Kaitlentė BEKO HIZG 64120 SX,LOG BENDRAS,Sujungta,54,869084233078,Kaitlentė BEKO HIZG 64120 SX,HIZG 64120 SX
869084285038,2.0,2,Vnt.,TG299,420557.0,Kaitlentė BEKO HIZG 64125 SAR,LOG BENDRAS,Sujungta,4,869084285038,Kaitlentė BEKO HIZG 64125 SAR,HIZG 64125 SAR
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,501142315898,Virtuv. kombain. KENWOOD KM286,KM286
733254345385,16.0,2,Vnt.,TG038,420640.0,Kaitlentė ELECTROLUX EHH3320NVK,LOG BENDRAS,Sujungta,18,733254345385,Kaitlentė ELECTROLUX EHH3320NVK,EHH3320NVK
733254356378,9.0,2,Vnt.,TG038,420855.0,Dulkių siurblys ELECTROLUX EUC98TM,LOG BENDRAS,Sujungta,11,733254356378,Dulkių siurblys ELECTROLUX EUC98TM,EUC98TM
801636189810,7.0,2,Vnt.,TG055,420628.0,Dulkių siurblys HOOVER MBC500UV 011,LOG BENDRAS,Sujungta,9,801636189810,Dulkių siurblys HOOVER MBC500UV 011 čiuž,MBC500UV 011
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,501077714326,Masažuoklis HOMEDICS Akims EYE-200-EU,Akims EYE-200-EU
880608867316,25.0,2,Vnt.,TG141,420610.0,Dulkių siurblys SAMSUNG VC07M25H0WB/SB,LOG BENDRAS,Sujungta,27,880608867316,Dulkių siurblys SAMSUNG VC07M25H0WB/SB,VC07M25H0WB/SB
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,800370511460,Dulkių siurblys ARIETE Deluxe 4146,Deluxe 4146
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,880164383618,Mob.tel. SAMSUNG Galaxy A70 A705F Black,Galaxy A70 A705F
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,501077714027,Vonios svarstyklės SALTER CURVE BT SMART,CURVE BT SMART A
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,501077713730,Virtuv. svarst. SALTER 1050 WHDR,1050 WHDR
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,489520690904,Dirželis LAUT Active Apple išmaniajam la,Dirželis LAUT Ac
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,880164383608,Mob.tel. SAMSUNG Galaxy A70 A705F White,Galaxy A70 A705F
801636190977,21.0,2,Vnt.,TG055,420587.0,Valymo garais įrenginys HOOVER CA2IN1D011,LOG BENDRAS,Sujungta,23,801636190977,Valymo garais įreng. HOOVER CA2IN1D011,CA2IN1D011
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,880164367969,Mob.tel. SAMSUNG Galaxy S10 128GB Green,Galaxy S10 128GB
733254319895,11.0,2,Vnt.,TG038,420573.0,Kaitlentė ELECTROLUX EHF3920BOK,LOG BENDRAS,Sujungta,13,733254319895,Kaitlentė ELECTROLUX EHF3920BOK,EHF3920BOK
733254330048,26.0,2,Vnt.,TG038,420561.0,Kaitlentė ELECTROLUX EHF46547XK,LOG BENDRAS,Sujungta,28,733254330048,Kaitlentė ELECTROLUX EHF46547XK,EHF46547XK
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,477903303027,Alkotesteris ALCODETECTOR EC3,EC3
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,477903303020,Alkotesteris ALCODETECTOR EC5,EC5
400251483325,4.0,2,Vnt.,TG098,420558.0,Kaitlentė MIELE KM 6115,LOG BENDRAS,Sujungta,6,400251483325,Kaitlentė MIELE KM 6115,KM 6115
